CPTAC_ovarian_cancer_protein_zscores.txt,gene_symbol	CPTAC_ovarian_cancer_phosphoproteome_imputed_zscores.txt,gene_symbol_site	color	source
CHEK1	DDX24_s82	102,204,0	PhosphoSitePlus (PSP)
CHEK1	DRG2_s72	102,204,0	PhosphoSitePlus (PSP)
CHEK1	E2F3_s124	102,204,0	PhosphoSitePlus (PSP)
CHEK1	E2F6_s12	102,204,0	PhosphoSitePlus (PSP)
CHEK1	E2F6_s52	102,204,0	PhosphoSitePlus (PSP)
CHEK1	EBNA1BP2_t182	102,204,0	PhosphoSitePlus (PSP)
CHEK1	EML3_s176	102,204,0	PhosphoSitePlus (PSP)
CHEK1	EPRS_s910	102,204,0	PhosphoSitePlus (PSP)
CHEK1	ERRFI1_s251	102,204,0	PhosphoSitePlus (PSP)
CHEK1	ERRFI1_s302	102,204,0	PhosphoSitePlus (PSP)
CHEK1	FANCD2_s331	102,204,0	PhosphoSitePlus (PSP)
CHEK1	FANCE_s374	102,204,0	PhosphoSitePlus (PSP)
CHEK1	FANCE_t346	102,204,0	PhosphoSitePlus (PSP)
CHEK1	FEN1_t195	102,204,0	PhosphoSitePlus (PSP)
CHEK1	FYTTD1_t205	102,204,0	PhosphoSitePlus (PSP)
CHEK1	GOLGA4_s71	102,204,0	PhosphoSitePlus (PSP)
CHEK1	GTF3C1_s667	102,204,0	PhosphoSitePlus (PSP)
CHEK1	H3F3A_s31	102,204,0	PhosphoSitePlus (PSP)
CHEK1	HCK_y411	102,204,0	PhosphoSitePlus (PSP)
CHEK1	HDLBP_t8	102,204,0	PhosphoSitePlus (PSP)
CHEK1	HIST1H3A_t11	102,204,0	PhosphoSitePlus (PSP)
CHEK1	HIVEP1_s1749	102,204,0	PhosphoSitePlus (PSP)
CHEK1	HNRNPA2B1_t159	102,204,0	PhosphoSitePlus (PSP)
CHEK1	HNRNPM_s432	102,204,0	PhosphoSitePlus (PSP)
CHEK1	IDI1_s55	102,204,0	PhosphoSitePlus (PSP)
CHEK1	INF2_s574	102,204,0	PhosphoSitePlus (PSP)
CHEK1	ING1_s126	102,204,0	PhosphoSitePlus (PSP)
CHEK1	KIFC1_s26	102,204,0	PhosphoSitePlus (PSP)
CHEK1	KPNA1_s18	102,204,0	PhosphoSitePlus (PSP)
CHEK1	KPNA2_s54	102,204,0	PhosphoSitePlus (PSP)
CHEK1	LAMC1_t258	102,204,0	PhosphoSitePlus (PSP)
CHEK1	LATS2_s408	102,204,0	PhosphoSitePlus (PSP)
CHEK1	LATS2_s835	102,204,0	PhosphoSitePlus (PSP)
CHEK1	LIG1_s76	102,204,0	PhosphoSitePlus (PSP)
CHEK1	LMNA_s307	102,204,0	PhosphoSitePlus (PSP)
CHEK1	LMO7_s1510	102,204,0	PhosphoSitePlus (PSP)
CHEK1	MAD2L1_s185	102,204,0	PhosphoSitePlus (PSP)
CHEK1	MAD2L1_t187	102,204,0	PhosphoSitePlus (PSP)
CHEK1	MAP2K1_t55	102,204,0	PhosphoSitePlus (PSP)
CHEK1	MAP2K2_t59	102,204,0	PhosphoSitePlus (PSP)
CHEK1	MAP4_t925	102,204,0	PhosphoSitePlus (PSP)
CHEK1	MAPT_s262	102,204,0	PhosphoSitePlus (PSP)
CHEK1	MATR3_s195	102,204,0	PhosphoSitePlus (PSP)
CHEK1	MATR3_s4	102,204,0	PhosphoSitePlus (PSP)
CHEK1	MATR3_t150	102,204,0	PhosphoSitePlus (PSP)
CHEK1	MCM3_s160	102,204,0	PhosphoSitePlus (PSP)
CHEK1	MCM5_t633	102,204,0	PhosphoSitePlus (PSP)
CHEK1	MDC1_t523	102,204,0	PhosphoSitePlus (PSP)
CHEK1	MDM4_s342	102,204,0	PhosphoSitePlus (PSP)
CHEK1	MDM4_s367	102,204,0	PhosphoSitePlus (PSP)
CHEK1	MED1_t704	102,204,0	PhosphoSitePlus (PSP)
CHEK1	MINK1_t280	102,204,0	PhosphoSitePlus (PSP)
CHEK1	MKI67_t1764	102,204,0	PhosphoSitePlus (PSP)
CHEK1	MYBBP1A_s1310	102,204,0	PhosphoSitePlus (PSP)
CHEK1	MYCBP2_s3478	102,204,0	PhosphoSitePlus (PSP)
CHEK1	NCBP3_s100	102,204,0	PhosphoSitePlus (PSP)
CHEK1	NEK11_s273	102,204,0	PhosphoSitePlus (PSP)
CHEK1	NFKB1_s328	102,204,0	PhosphoSitePlus (PSP)
CHEK1	NHS_t401	102,204,0	PhosphoSitePlus (PSP)
CHEK1	NUP153_s297	102,204,0	PhosphoSitePlus (PSP)
CHEK1	NUP153_s330	102,204,0	PhosphoSitePlus (PSP)
CHEK1	OGT_s20	102,204,0	PhosphoSitePlus (PSP)
CHEK1	OSBPL11_s189	102,204,0	PhosphoSitePlus (PSP)
CHEK1	PHF2_s929	102,204,0	PhosphoSitePlus (PSP)
CHEK1	PHF8_s904	102,204,0	PhosphoSitePlus (PSP)
CHEK1	PLRG1_s119	102,204,0	PhosphoSitePlus (PSP)
CHEK1	POLDIP3_s63	102,204,0	PhosphoSitePlus (PSP)
CHEK1	POP4_s10	102,204,0	PhosphoSitePlus (PSP)
CHEK1	PPME1_s15	102,204,0	PhosphoSitePlus (PSP)
CHEK1	PPP2R5D_s60	102,204,0	PhosphoSitePlus (PSP)
CHEK1	PROSER2_s43	102,204,0	PhosphoSitePlus (PSP)
CHEK1	PRPF3_s161	102,204,0	PhosphoSitePlus (PSP)
CHEK1	PRR5_s240	102,204,0	PhosphoSitePlus (PSP)
CHEK1	PRRC2B_s166	102,204,0	PhosphoSitePlus (PSP)
CHEK1	PRRC2C_s661	102,204,0	PhosphoSitePlus (PSP)
CHEK1	RACGAP1_s203	102,204,0	PhosphoSitePlus (PSP)
CHEK1	RALY_t160	102,204,0	PhosphoSitePlus (PSP)
CHEK1	RANBP2_t1098	102,204,0	PhosphoSitePlus (PSP)
CHEK1	RASSF1_s184	102,204,0	PhosphoSitePlus (PSP)
CHEK1	RASSF1_t38	102,204,0	PhosphoSitePlus (PSP)
CHEK1	RASSF1_t43	102,204,0	PhosphoSitePlus (PSP)
CHEK1	RAVER1_s700	102,204,0	PhosphoSitePlus (PSP)
CHEK1	RB1_s612	102,204,0	PhosphoSitePlus (PSP)
CHEK1	RBM14_s618	102,204,0	PhosphoSitePlus (PSP)
CHEK1	RBM14_s627	102,204,0	PhosphoSitePlus (PSP)
CHEK1	RBM14_t629	102,204,0	PhosphoSitePlus (PSP)
CHEK1	RBM26_t839	102,204,0	PhosphoSitePlus (PSP)
CHEK1	RBM42_s406	102,204,0	PhosphoSitePlus (PSP)
CHEK1	RIF1_s2205	102,204,0	PhosphoSitePlus (PSP)
CHEK1	RPL13_t170	102,204,0	PhosphoSitePlus (PSP)
CHEK1	RPL19_s12	102,204,0	PhosphoSitePlus (PSP)
CHEK1	RPL19_t56	102,204,0	PhosphoSitePlus (PSP)
CHEK1	RRP12_s1049	102,204,0	PhosphoSitePlus (PSP)
CHEK1	SCAF11_s1127	102,204,0	PhosphoSitePlus (PSP)
CHEK1	SENP2_s344	102,204,0	PhosphoSitePlus (PSP)
CHEK1	SEPT7_t228	102,204,0	PhosphoSitePlus (PSP)
CHEK1	SETMAR_s508	102,204,0	PhosphoSitePlus (PSP)
CHEK1	SIN3A_t434	102,204,0	PhosphoSitePlus (PSP)
CHEK1	SLTM_s748	102,204,0	PhosphoSitePlus (PSP)
CHEK1	SLTM_s815	102,204,0	PhosphoSitePlus (PSP)
CHEK1	SNCB_y127	102,204,0	PhosphoSitePlus (PSP)
CHEK1	SPEN_t1059	102,204,0	PhosphoSitePlus (PSP)
CHEK1	SRC_y419	102,204,0	PhosphoSitePlus (PSP)
CHEK1	SRC_y530	102,204,0	PhosphoSitePlus (PSP)
CHEK1	SRRM2_s1497	102,204,0	PhosphoSitePlus (PSP)
CHEK1	SRRM2_s1499	102,204,0	PhosphoSitePlus (PSP)
CHEK1	SRRM2_s2280	102,204,0	PhosphoSitePlus (PSP)
CHEK1	SRRM2_s2388	102,204,0	PhosphoSitePlus (PSP)
CHEK1	SRRM2_t2252	102,204,0	PhosphoSitePlus (PSP)
CHEK1	SSBP1_s67	102,204,0	PhosphoSitePlus (PSP)
CHEK1	STK4_t340	102,204,0	PhosphoSitePlus (PSP)
CHEK1	SYK_s295	102,204,0	PhosphoSitePlus (PSP)
CHEK1	TBC1D4_s485	102,204,0	PhosphoSitePlus (PSP)
CHEK1	TBC1D4_s588	102,204,0	PhosphoSitePlus (PSP)
CHEK1	TFDP1_s23	102,204,0	PhosphoSitePlus (PSP)
CHEK1	TICRR_s1045	102,204,0	PhosphoSitePlus (PSP)
CHEK1	TICRR_s1894	102,204,0	PhosphoSitePlus (PSP)
CHEK1	TICRR_s865	102,204,0	PhosphoSitePlus (PSP)
CHEK1	TICRR_t1898	102,204,0	PhosphoSitePlus (PSP)
CHEK1	TLK1_s679	102,204,0	PhosphoSitePlus (PSP)
CHEK1	TLK1_s743	102,204,0	PhosphoSitePlus (PSP)
CHEK1	TLK2_s686	102,204,0	PhosphoSitePlus (PSP)
CHEK1	TNK1_s502	102,204,0	PhosphoSitePlus (PSP)
CHEK1	TP53_s15	102,204,0	PhosphoSitePlus (PSP)
CHEK1	TP53_s20	102,204,0	PhosphoSitePlus (PSP)
CHEK1	TP53_s37	102,204,0	PhosphoSitePlus (PSP)
CHEK1	TP53_s378	102,204,0	PhosphoSitePlus (PSP)
CHEK1	TP53_t18	102,204,0	PhosphoSitePlus (PSP)
CHEK1	TP53_t387	102,204,0	PhosphoSitePlus (PSP)
CHEK1	TP53BP1_s1678	102,204,0	PhosphoSitePlus (PSP)
CHEK1	TP73_s47	102,204,0	PhosphoSitePlus (PSP)
CHEK1	TRIM28_s473	102,204,0	PhosphoSitePlus (PSP)
CHEK1	TRIP12_s1078	102,204,0	PhosphoSitePlus (PSP)
CHEK1	UIMC1_s627	102,204,0	PhosphoSitePlus (PSP)
CHEK1	WIZ_s1129	102,204,0	PhosphoSitePlus (PSP)
CHEK1	XRCC6_s477	102,204,0	PhosphoSitePlus (PSP)
CHEK1	YBX1_t80	102,204,0	PhosphoSitePlus (PSP)
CHEK1	YBX2_t115	102,204,0	PhosphoSitePlus (PSP)
CHEK1	YBX3_t112	102,204,0	PhosphoSitePlus (PSP)
CHEK1	ZBTB11_s511	102,204,0	PhosphoSitePlus (PSP)
CHEK1	ZBTB11_s537	102,204,0	PhosphoSitePlus (PSP)
CHEK1	ZC3HC1_t84	102,204,0	PhosphoSitePlus (PSP)
CHEK1	ZNF395_s447	102,204,0	PhosphoSitePlus (PSP)
CHEK1	ZNF638_s375	102,204,0	PhosphoSitePlus (PSP)
CHEK2	AATF_s143	102,204,0	PhosphoSitePlus (PSP)
CHEK2	AATF_s477	102,204,0	PhosphoSitePlus (PSP)
CHEK2	AATF_s510	102,204,0	PhosphoSitePlus (PSP)
CHEK2	BAIAP2L1_s331	102,204,0	PhosphoSitePlus (PSP)
CHEK2	BDNF_t62	102,204,0	PhosphoSitePlus (PSP)
CHEK2	BLM_t182	102,204,0	PhosphoSitePlus (PSP)
CHEK2	BRCA1_s1191	51,153,255	PhosphoNetworks (PN)
CHEK2	BRCA1_s1328	51,153,255	PhosphoNetworks (PN)
CHEK2	BRCA1_s1423	51,153,255	PhosphoNetworks (PN)
CHEK2	BRCA1_s988	239,130,13	PSP, PN
CHEK2	CDC25A_s124	239,130,13	PSP, PN
CHEK2	CDC25A_s178	102,204,0	PhosphoSitePlus (PSP)
CHEK2	CDC25A_s253	51,153,255	PhosphoNetworks (PN)
CHEK2	CDC25A_s279	102,204,0	PhosphoSitePlus (PSP)
CHEK2	CDC25A_s293	102,204,0	PhosphoSitePlus (PSP)
CHEK2	CDC25A_s76	51,153,255	PhosphoNetworks (PN)
CHEK2	CDC25C_s216	239,130,13	PSP, PN
CHEK2	CDC25C_s263	51,153,255	PhosphoNetworks (PN)
CHEK2	CDC25C_s38	51,153,255	PhosphoNetworks (PN)
CHEK2	CDK11B_s752	102,204,0	PhosphoSitePlus (PSP)
CHEK2	CHEK2_s120	102,204,0	PhosphoSitePlus (PSP)
CHEK2	CHEK2_s140	102,204,0	PhosphoSitePlus (PSP)
CHEK2	CHEK2_s19	102,204,0	PhosphoSitePlus (PSP)
CHEK2	CHEK2_s260	102,204,0	PhosphoSitePlus (PSP)
CHEK2	CHEK2_s33	102,204,0	PhosphoSitePlus (PSP)
CHEK2	CHEK2_s35	102,204,0	PhosphoSitePlus (PSP)
CHEK2	CHEK2_s379	102,204,0	PhosphoSitePlus (PSP)
CHEK2	CHEK2_s435	102,204,0	PhosphoSitePlus (PSP)
CHEK2	CHEK2_s516	102,204,0	PhosphoSitePlus (PSP)
CHEK2	CHEK2_t225	102,204,0	PhosphoSitePlus (PSP)
CHEK2	CHEK2_t383	102,204,0	PhosphoSitePlus (PSP)
CHEK2	CHEK2_t387	102,204,0	PhosphoSitePlus (PSP)
CHEK2	CHEK2_t432	102,204,0	PhosphoSitePlus (PSP)
CHEK2	CHEK2_t68	102,204,0	PhosphoSitePlus (PSP)
CHEK2	E2F1_s364	239,130,13	PSP, PN
CHEK2	E2F1_s382	51,153,255	PhosphoNetworks (PN)
CHEK2	E2F3_s124	102,204,0	PhosphoSitePlus (PSP)
CHEK2	EIF2AK2_t90	51,153,255	PhosphoNetworks (PN)
CHEK2	ELAVL1_s100	102,204,0	PhosphoSitePlus (PSP)
CHEK2	ELAVL1_s88	102,204,0	PhosphoSitePlus (PSP)
CHEK2	ELAVL1_t118	102,204,0	PhosphoSitePlus (PSP)
CHEK2	FOXM1_s361	102,204,0	PhosphoSitePlus (PSP)
CHEK2	HIST1H1C_s36	102,204,0	PhosphoSitePlus (PSP)
CHEK2	HIST1H1C_s55	102,204,0	PhosphoSitePlus (PSP)
CHEK2	HIST1H1C_s89	102,204,0	PhosphoSitePlus (PSP)
CHEK2	HIST1H1C_t167	102,204,0	PhosphoSitePlus (PSP)
CHEK2	HIST1H1C_t92	102,204,0	PhosphoSitePlus (PSP)
CHEK2	LATS2_s172	102,204,0	PhosphoSitePlus (PSP)
CHEK2	LATS2_s380	102,204,0	PhosphoSitePlus (PSP)
CHEK2	LATS2_s408	102,204,0	PhosphoSitePlus (PSP)
CHEK2	LATS2_s446	102,204,0	PhosphoSitePlus (PSP)
CHEK2	LIG1_t311	51,153,255	PhosphoNetworks (PN)
CHEK2	MAPT_s262	102,204,0	PhosphoSitePlus (PSP)
CHEK2	MDM2_s157	51,153,255	PhosphoNetworks (PN)
CHEK2	MDM2_s186	51,153,255	PhosphoNetworks (PN)
CHEK2	MDM4_s342	102,204,0	PhosphoSitePlus (PSP)
CHEK2	MDM4_s367	102,204,0	PhosphoSitePlus (PSP)
CHEK2	OTUD7B_s100	51,153,255	PhosphoNetworks (PN)
CHEK2	PML_s117	102,204,0	PhosphoSitePlus (PSP)
CHEK2	PPP1R13L_s102	51,153,255	PhosphoNetworks (PN)
CHEK2	PPP1R13L_s120	51,153,255	PhosphoNetworks (PN)
CHEK2	PPP1R13L_s158	51,153,255	PhosphoNetworks (PN)
CHEK2	PPP1R13L_s183	51,153,255	PhosphoNetworks (PN)
CHEK2	PPP1R13L_s526	51,153,255	PhosphoNetworks (PN)
CHEK2	PSME3_s247	102,204,0	PhosphoSitePlus (PSP)
CHEK2	RB1_s612	102,204,0	PhosphoSitePlus (PSP)
CHEK2	REV3L_s1075	102,204,0	PhosphoSitePlus (PSP)
CHEK2	SIAH2_s28	102,204,0	PhosphoSitePlus (PSP)
CHEK2	SIAH2_s68	102,204,0	PhosphoSitePlus (PSP)
CHEK2	SIAH2_t119	102,204,0	PhosphoSitePlus (PSP)
CHEK2	SIAH2_t26	102,204,0	PhosphoSitePlus (PSP)
CHEK2	SOX10_s24	51,153,255	PhosphoNetworks (PN)
CHEK2	TP53_s15	102,204,0	PhosphoSitePlus (PSP)
CHEK2	TP53_s20	102,204,0	PhosphoSitePlus (PSP)
CHEK2	TP53_s366	239,130,13	PSP, PN
CHEK2	TP53_s37	239,130,13	PSP, PN
CHEK2	TP53_s378	102,204,0	PhosphoSitePlus (PSP)
CHEK2	TP53_t18	102,204,0	PhosphoSitePlus (PSP)
CHEK2	TRIM28_s473	102,204,0	PhosphoSitePlus (PSP)
CHEK2	TTK_t288	102,204,0	PhosphoSitePlus (PSP)
CHEK2	VHL_s111	102,204,0	PhosphoSitePlus (PSP)
CHEK2	XRCC1_s184	102,204,0	PhosphoSitePlus (PSP)
CHEK2	XRCC1_s210	102,204,0	PhosphoSitePlus (PSP)
CHEK2	XRCC1_t284	102,204,0	PhosphoSitePlus (PSP)
CHEK2	ZYX_s170	51,153,255	PhosphoNetworks (PN)
CHEK2	ZYX_t159	51,153,255	PhosphoNetworks (PN)
CHUK	ATG16L1_s278	102,204,0	PhosphoSitePlus (PSP)
CHUK	BBC3_s10	102,204,0	PhosphoSitePlus (PSP)
CHUK	BCL3_s454	102,204,0	PhosphoSitePlus (PSP)
CHUK	CCND1_t286	102,204,0	PhosphoSitePlus (PSP)
CHUK	CREBBP_s1382	102,204,0	PhosphoSitePlus (PSP)
CHUK	CREBBP_s1386	102,204,0	PhosphoSitePlus (PSP)
CHUK	CTNNB1_s33	102,204,0	PhosphoSitePlus (PSP)
CHUK	CTNNB1_s37	102,204,0	PhosphoSitePlus (PSP)
CHUK	CTNNB1_s45	102,204,0	PhosphoSitePlus (PSP)
CHUK	CTNNB1_t41	102,204,0	PhosphoSitePlus (PSP)
CHUK	ELAVL1_s304	102,204,0	PhosphoSitePlus (PSP)
CHUK	ESR1_s118	102,204,0	PhosphoSitePlus (PSP)
CHUK	FOXA2_s107	102,204,0	PhosphoSitePlus (PSP)
CHUK	FOXA2_s111	102,204,0	PhosphoSitePlus (PSP)
CHUK	FOXO3_s644	102,204,0	PhosphoSitePlus (PSP)
CHUK	MAP3K14_s814	102,204,0	PhosphoSitePlus (PSP)
CHUK	MAP3K14_s817	102,204,0	PhosphoSitePlus (PSP)
CHUK	MAP3K14_s820	102,204,0	PhosphoSitePlus (PSP)
CHUK	MTOR_s1415	102,204,0	PhosphoSitePlus (PSP)
CHUK	MTURN_s58	102,204,0	PhosphoSitePlus (PSP)
CHUK	NCOA3_s857	102,204,0	PhosphoSitePlus (PSP)
CHUK	NCOR2_s2407	102,204,0	PhosphoSitePlus (PSP)
CHUK	NFKB1_s923	102,204,0	PhosphoSitePlus (PSP)
CHUK	NFKB1_s927	102,204,0	PhosphoSitePlus (PSP)
CHUK	NFKB1_s932	102,204,0	PhosphoSitePlus (PSP)
CHUK	NFKB2_s108	102,204,0	PhosphoSitePlus (PSP)
CHUK	NFKB2_s115	102,204,0	PhosphoSitePlus (PSP)
CHUK	NFKB2_s123	102,204,0	PhosphoSitePlus (PSP)
CHUK	NFKB2_s872	102,204,0	PhosphoSitePlus (PSP)
CHUK	NFKB2_s99	102,204,0	PhosphoSitePlus (PSP)
CHUK	NFKBIA_s32	102,204,0	PhosphoSitePlus (PSP)
CHUK	NFKBIA_s36	102,204,0	PhosphoSitePlus (PSP)
CHUK	REL_s557	102,204,0	PhosphoSitePlus (PSP)
CHUK	RELA_s536	102,204,0	PhosphoSitePlus (PSP)
CHUK	RELB_s472	102,204,0	PhosphoSitePlus (PSP)
CHUK	TAX1BP1_s593	102,204,0	PhosphoSitePlus (PSP)
CHUK	TAX1BP1_s624	102,204,0	PhosphoSitePlus (PSP)
CHUK	TRAF4_s426	102,204,0	PhosphoSitePlus (PSP)
CIT	MYL9_s20	102,204,0	PhosphoSitePlus (PSP)
CIT	MYL9_t19	102,204,0	PhosphoSitePlus (PSP)
CLK1	ABL1_t735	102,204,0	PhosphoSitePlus (PSP)
CLK1	MDM4_s342	51,153,255	PhosphoNetworks (PN)
CLK1	MDM4_s403	51,153,255	PhosphoNetworks (PN)
CLK1	PPP1R13L_s102	51,153,255	PhosphoNetworks (PN)
CLK1	PPP1R13L_t341	51,153,255	PhosphoNetworks (PN)
CLK1	PPP2R5D_s90	51,153,255	PhosphoNetworks (PN)
CLK1	PTPN1_s242	102,204,0	PhosphoSitePlus (PSP)
CLK1	PTPN1_s243	102,204,0	PhosphoSitePlus (PSP)
CLK1	PTPN1_s50	239,130,13	PSP, PN
CLK1	RBM17_s202	102,204,0	PhosphoSitePlus (PSP)
CLK1	RBM17_s204	102,204,0	PhosphoSitePlus (PSP)
CLK1	RBM17_s222	102,204,0	PhosphoSitePlus (PSP)
CLK1	RBM17_s266	102,204,0	PhosphoSitePlus (PSP)
CLK1	RBM17_s288	102,204,0	PhosphoSitePlus (PSP)
CLK1	RBM17_s291	102,204,0	PhosphoSitePlus (PSP)
CLK1	RBM17_s48	102,204,0	PhosphoSitePlus (PSP)
CLK1	RBM17_s62	102,204,0	PhosphoSitePlus (PSP)
CLK1	SFRS1_s201	51,153,255	PhosphoNetworks (PN)
CLK1	SFRS1_s205	51,153,255	PhosphoNetworks (PN)
CLK1	SFRS1_s225	51,153,255	PhosphoNetworks (PN)
CLK1	SFRS1_s227	51,153,255	PhosphoNetworks (PN)
CLK1	SFRS1_s244	51,153,255	PhosphoNetworks (PN)
CLK1	SFRS6_s259	51,153,255	PhosphoNetworks (PN)
CLK1	SFRS6_s261	51,153,255	PhosphoNetworks (PN)
CLK1	SFRS6_s263	51,153,255	PhosphoNetworks (PN)
CLK1	SFRS6_s265	51,153,255	PhosphoNetworks (PN)
CLK1	SFRS6_s295	51,153,255	PhosphoNetworks (PN)
CLK1	SFRS6_s297	51,153,255	PhosphoNetworks (PN)
CLK1	SFRS6_s299	51,153,255	PhosphoNetworks (PN)
CLK1	SFRS6_s301	51,153,255	PhosphoNetworks (PN)
CLK1	SFRS6_s303	51,153,255	PhosphoNetworks (PN)
CLK1	SFRS6_s316	51,153,255	PhosphoNetworks (PN)
CLK1	SFRS6_s324	51,153,255	PhosphoNetworks (PN)
CLK1	SFRS6_s326	51,153,255	PhosphoNetworks (PN)
CLK1	SNRP70_s266	51,153,255	PhosphoNetworks (PN)
CLK1	SNRP70_s268	51,153,255	PhosphoNetworks (PN)
CLK1	SNRP70_s357	51,153,255	PhosphoNetworks (PN)
CLK1	TRIM28_s439	51,153,255	PhosphoNetworks (PN)
CLK1	TRIM28_s45	51,153,255	PhosphoNetworks (PN)
CLK1	TRIM28_s473	51,153,255	PhosphoNetworks (PN)
CLK1	TRIM28_s596	51,153,255	PhosphoNetworks (PN)
CLK1	TRIM28_s598	51,153,255	PhosphoNetworks (PN)
CLK1	TRIM28_s600	51,153,255	PhosphoNetworks (PN)
CLK1	TRIM28_s683	51,153,255	PhosphoNetworks (PN)
CLK2	ARID3A_s77	51,153,255	PhosphoNetworks (PN)
CLK2	ARID3A_s81	51,153,255	PhosphoNetworks (PN)
CLK2	BAD_s25	51,153,255	PhosphoNetworks (PN)
CLK2	C19orf2_t333	51,153,255	PhosphoNetworks (PN)
CLK2	CAMKK1_s475	51,153,255	PhosphoNetworks (PN)
CLK2	EIF2B5_s540	51,153,255	PhosphoNetworks (PN)
CLK2	GPBP1L1_s49	51,153,255	PhosphoNetworks (PN)
CLK2	HLCS_s79	51,153,255	PhosphoNetworks (PN)
CLK2	KHDRBS1_s70	51,153,255	PhosphoNetworks (PN)
CLK2	KHDRBS1_t77	51,153,255	PhosphoNetworks (PN)
CLK2	MATR3_s22	51,153,255	PhosphoNetworks (PN)
CLK2	MATR3_s234	51,153,255	PhosphoNetworks (PN)
CLK2	MATR3_s598	51,153,255	PhosphoNetworks (PN)
CLK2	MATR3_s673	51,153,255	PhosphoNetworks (PN)
CLK2	MDM2_s262	51,153,255	PhosphoNetworks (PN)
CLK2	MTA1_t114	51,153,255	PhosphoNetworks (PN)
CLK2	NFATC4_s272	51,153,255	PhosphoNetworks (PN)
CLK2	PAGE4_s7	102,204,0	PhosphoSitePlus (PSP)
CLK2	PAGE4_s73	102,204,0	PhosphoSitePlus (PSP)
CLK2	PAGE4_s79	102,204,0	PhosphoSitePlus (PSP)
CLK2	PAGE4_s9	102,204,0	PhosphoSitePlus (PSP)
CLK2	PAGE4_t51	102,204,0	PhosphoSitePlus (PSP)
CLK2	PAGE4_t71	102,204,0	PhosphoSitePlus (PSP)
CLK2	PAGE4_t85	102,204,0	PhosphoSitePlus (PSP)
CLK2	PAGE4_t94	102,204,0	PhosphoSitePlus (PSP)
CLK2	PPP1R13L_s113	51,153,255	PhosphoNetworks (PN)
CLK2	PPP1R13L_s183	51,153,255	PhosphoNetworks (PN)
CLK2	PRDM10_s418	51,153,255	PhosphoNetworks (PN)
CLK2	PRKACA_t198	51,153,255	PhosphoNetworks (PN)
CLK2	PTPN1_s242	102,204,0	PhosphoSitePlus (PSP)
CLK2	PTPN1_s243	102,204,0	PhosphoSitePlus (PSP)
CLK2	PTPN1_s50	102,204,0	PhosphoSitePlus (PSP)
CLK2	RPA1_s384	51,153,255	PhosphoNetworks (PN)
CLK2	SAFB2_s109	51,153,255	PhosphoNetworks (PN)
CLK2	SAFB2_s245	51,153,255	PhosphoNetworks (PN)
CLK2	SUB1_s11	51,153,255	PhosphoNetworks (PN)
CLK2	TRIM28_s26	51,153,255	PhosphoNetworks (PN)
CLK2	TRIM28_s471	51,153,255	PhosphoNetworks (PN)
CLK2	TRIM28_s473	51,153,255	PhosphoNetworks (PN)
CLK2	TRIM28_s50	51,153,255	PhosphoNetworks (PN)
CLK2	TRIM28_s612	51,153,255	PhosphoNetworks (PN)
CLK2	TRIM28_s683	51,153,255	PhosphoNetworks (PN)
CLK2	TRIM28_t599	51,153,255	PhosphoNetworks (PN)
CLK2	U2AF1_s61	51,153,255	PhosphoNetworks (PN)
CLK2	XPO1_s1055	51,153,255	PhosphoNetworks (PN)
CLK2	ZFP36_s186	51,153,255	PhosphoNetworks (PN)
CLK2	ZMYM3_s220	51,153,255	PhosphoNetworks (PN)
CLK2	ZMYM3_t62	51,153,255	PhosphoNetworks (PN)
CLK3	ANKS1A_s213	51,153,255	PhosphoNetworks (PN)
CLK3	HLCS_s79	51,153,255	PhosphoNetworks (PN)
CLK3	PPP1R13L_s316	51,153,255	PhosphoNetworks (PN)
CLK3	PPP2R5D_s88	51,153,255	PhosphoNetworks (PN)
CLK3	PPP2R5D_s89	51,153,255	PhosphoNetworks (PN)
CLK3	PRKCD_s302	51,153,255	PhosphoNetworks (PN)
CLK3	PRKCD_s304	51,153,255	PhosphoNetworks (PN)
CLK3	SFRS1_s199	51,153,255	PhosphoNetworks (PN)
CLK3	SFRS1_s201	51,153,255	PhosphoNetworks (PN)
CLK3	SFRS1_s205	51,153,255	PhosphoNetworks (PN)
CLK3	SFRS1_s225	51,153,255	PhosphoNetworks (PN)
CLK3	SFRS1_s227	51,153,255	PhosphoNetworks (PN)
CLK3	SFRS1_s231	51,153,255	PhosphoNetworks (PN)
CLK3	SFRS1_s238	51,153,255	PhosphoNetworks (PN)
CLK3	SFRS1_s242	51,153,255	PhosphoNetworks (PN)
CLK3	SFRS1_s244	51,153,255	PhosphoNetworks (PN)
CLK4	ABL1_t735	102,204,0	PhosphoSitePlus (PSP)
CLK4	ZYX_s142	51,153,255	PhosphoNetworks (PN)
CLK4	ZYX_s150	51,153,255	PhosphoNetworks (PN)
CLK4	ZYX_t159	51,153,255	PhosphoNetworks (PN)
COL4A3BP	COL4A3_s1435	102,204,0	PhosphoSitePlus (PSP)
CSF1R	CSF1R_y546	102,204,0	PhosphoSitePlus (PSP)
CSF1R	CSF1R_y561	102,204,0	PhosphoSitePlus (PSP)
CSF1R	CSF1R_y699	102,204,0	PhosphoSitePlus (PSP)
CSF1R	CSF1R_y809	102,204,0	PhosphoSitePlus (PSP)
CSK	CTTN_y297	51,153,255	PhosphoNetworks (PN)
CSK	CTTN_y409	51,153,255	PhosphoNetworks (PN)
