gene_info	entrezs	Tulip14	Tulip27	Tulip04	Tulip01	Tulip13	Tulip20	Tulip24	Tulip25	Tulip28	Tulip09	Tulip03	Tulip17	Tulip06	Tulip05	Tulip11	Tulip07	Tulip22
FGFR4	2264	1.12	0.548	-0.437	-0.53	-0.379	0.031	-0.944	-0.892	0.639	0.073	-0.092	0.584	-0.028	-0.541	0.649	0.252	-0.053
FGG	2266	0.576	0.898	-0.696	-0.178	-0.039	-0.027	-0.31	-0.155	-0.534	-0.037	0.195	-0.172	-0.003	0.14	-0.174	0.293	0.224
FGL1	2267	0.763	-0.325	-0.031	-0.113	-0.629	-0.277	-0.265	-1.106	-0.514	1.182	-0.104	-0.195	1.02	0.696	0.757	0.317	-1.177
FGL2	10875	0.015	0.479	-0.006	-0.397	-0.076	-0.002	-0.369	-0.32	0.786	0.159	0.158	0.366	0.041	-0.759	0.104	-0.427	0.251
FH	2271	-0.895	-0.456	-0.082	0.58	0.011	0.255	0.256	0.401	-0.123	-0.108	-0.192	-0.14	0.141	1.581	-0.666	-0.578	0.015
FHL1	2273	-1.123	-0.147	-0.548	1.366	0.249	0.204	0.273	-0.13	0.399	1.066	-0.566	-0.293	0.022	-0.118	0.121	-0.7	-0.076
FHOD1	29109	1.112	-0.048	0.516	0.755	0.589	0.129	0.09	-1.31	-0.473	-0.034	-1.598	-1.28	1.007	1.98	-0.923	-1.829	1.316
FHOD3	80206	-0.36	0.509	1.918	0.644	-0.3	1.85	1.804	1.332	-0.243	-0.16	0.194	-1.254	-0.881	-2.206	-2.009	-0.641	-0.195
FIBCD1	84929	0.146	-0.944	0.271	-0.499	0.295	-0.511	0.211	0.779	-0.2	-0.006	0.542	-0.445	0.119	-0.066	-0.073	-0.111	0.491
FKBP1A	2280	-1.22	-0.45	-0.736	0.703	-0.172	0.142	-0.353	-0.033	0.44	1.254	-0.464	-0.365	0.389	0.824	0.269	-0.306	0.076
FKBP2	2286	-2.146	-0.516	-0.972	1.539	0.502	0.914	-0.193	0.198	0.492	1.502	-0.726	-0.887	0.461	0.022	0.217	-0.554	0.146
FKBP3	2287	-0.837	-0.276	-0.686	0.329	0.041	0.407	-0.547	-0.144	0.815	1.202	-0.175	-0.491	0.066	0.018	0.423	-0.034	-0.108
FLG	2312	0.301	-0.095	-0.011	0.09	-0.188	0.015	-0.881	0.333	0.208	-0.466	0.345	0.212	0.324	-0.877	1.262	-0.553	-0.018
FLG2	388698	-1.168	-0.411	-0.003	0.342	0.751	-0.594	0.637	-0.808	-0.462	0.247	0.456	0.61	0.755	-0.273	-0.018	-0.679	0.619
FLNA	2316	-1.629	-0.388	-0.806	0.633	0.257	1.766	-0.919	-0.219	1.257	1.629	-0.595	-0.852	-0.973	0.222	0.238	-0.817	1.194
FLNC	2318	0.16	-0.144	0.154	-0.525	0.156	-0.089	-0.106	0.339	0.034	-0.439	0.404	0.138	-0.423	-0.066	-0.188	0.451	0.141
FLT3	2322	0.08	-0.065	0.18	0.008	0.443	0.171	-0.403	0.32	-0.249	-0.921	-0.295	-0.361	1.31	0.625	-0.191	-0.649	-0.002
FLT4	2324	0.324	0.099	0.419	0.776	0.458	0.111	-0.448	-0.03	-0.436	-0.028	-0.181	-0.361	0.101	-0.005	0.313	-0.458	-0.656
FMOD	2331	0.737	-0.3	-0.173	-0.254	-0.681	-0.363	-0.266	-0.616	0.641	-0.041	0.61	0.309	0.459	-0.142	0.288	0.184	-0.392
FN1	2335	0.621	0.065	-0.044	-0.176	0.025	0.294	0.777	0.013	-0.672	0.166	-0.614	-0.546	-0.664	0.274	0.095	0.525	-0.138
FOLR3	2352	-1.256	2.328	-1.447	-1.184	-1.115	-1.397	3.334	3.005	3.145	-1.79	3.531	-1.049	-0.516	-1.156	-1.481	-1.589	-1.364
FRMPD1	22844	0.539	-0.193	0.036	-0.037	-0.275	-0.472	0.674	-0.073	-1.002	-0.168	-0.263	0.061	0.484	0.259	0.172	0.625	-0.368
FSCN1	6624	-0.394	0.044	0.371	-0.019	0.142	-0.053	-0.465	-0.109	-0.271	-0.306	0.192	-0.004	0.455	0.825	-0.217	-0.225	0.033
FSTL1	11167	0.055	0.217	0.145	0.028	0.13	0.053	-0.248	-0.26	-0.001	-0.167	0.446	0.124	0.547	-0.233	-0.571	-0.118	-0.146
FTH1	2495	-0.096	0.319	-0.043	-0.044	0.069	-0.104	-0.37	-0.189	0.276	-0.442	0.685	-0.144	0.892	-0.323	-0.094	-0.351	-0.042
FTL	2512	-0.17	-0.193	-0.791	1.583	0.4	-0.201	-1.785	-1.728	-0.97	0.715	1.829	-0.188	1.89	0.263	0.843	-3.441	1.943
FUCA1	2517	0.499	-0.019	0.291	0.132	-0.375	-0.008	0.358	0.392	-0.843	-0.332	-0.431	0.182	-0.088	0.066	0.049	-0.085	0.211
FUCA2	2519	0.218	0.471	0.161	-0.123	-0.304	-0.054	0.111	0.075	-0.354	0.101	0.097	0.22	-0.071	-0.13	-0.296	-0.318	0.197
FURIN	5045	-0.015	0.077	0.425	0.273	0.226	0.05	0.728	0.188	-0.714	-0.48	-0.032	-0.078	0.309	-0.108	-0.326	-0.292	-0.232
FUT11	170384	-0.208	0.182	-0.827	-0.063	-0.175	-0.066	0.203	-0.167	0.267	0.946	-0.151	-0.224	0.11	-0.728	0.344	0.539	0.019
FXYD2	486	0.293	0.639	0.04	0.301	0.498	0.656	-0.181	0.11	0.387	-0.76	0.425	-0.031	0.448	-0.647	-1.009	-0.559	-0.609
FYB	NA	-1.025	-0.25	-0.894	0.829	0.281	1.108	-0.718	-0.407	1.05	1.656	-0.258	-0.5	-0.195	-0.174	-0.169	-0.851	0.518
G6PD	2539	-0.922	-0.685	-0.477	0.973	0.316	0.161	-0.235	0.063	0.614	0.758	-0.374	-0.403	-0.472	0.453	0.165	-0.064	0.13
GALM	130589	-0.335	0.139	-0.257	0.609	0.334	0.057	-0.097	-0.05	0.009	0.612	-0.081	0.543	0.094	-0.385	-0.746	0.052	-0.498
GALNS	2588	0.178	0.105	-0.102	-0.643	-0.284	-0.275	0.253	0.348	-0.413	0.702	0.237	0.707	-0.194	0.328	-0.077	-0.048	-0.823
GALNT10	55568	0.272	0.225	-0.252	0.264	0.004	0.191	0.354	0.008	-0.48	0.331	-0.553	0.34	-0.427	-0.063	-0.293	0.422	-0.344
GALNT2	2590	0.327	0.156	-0.155	-0.017	-0.078	0.068	0.153	-0.134	-0.329	0.021	-0.121	0.058	0.026	0.184	-0.126	0.224	-0.258
GALNT5	11227	-0.034	-0.176	-0.095	-0.194	-0.031	-0.41	-0.086	-0.055	0.102	-0.204	0.183	0.081	-0.029	0.164	0.647	0.196	-0.059
GALNT6	11226	0.993	-0.07	-0.196	-0.174	-0.279	-0.345	0.048	-0.34	-0.015	-0.028	-0.018	-0.411	-0.095	-0.248	0.826	0.43	-0.077
GALNT7	51809	0.417	0.042	-0.196	0.104	-0.199	-0.128	0.115	0.072	-0.523	-0.476	-0.236	-0.119	-0.2	0.012	0.565	0.667	0.082
GALT	2592	-0.385	-0.029	-0.061	0.456	0.088	0.027	0.042	0.027	0.035	-0.029	-0.121	-0.417	0.518	0.67	-0.325	-0.516	0.019
GANAB	23193	0.053	-0.764	-0.028	0.529	-0.104	0.059	-0.037	-0.222	0.378	0.575	-0.118	0.148	-0.431	-0.594	0.568	0.085	-0.096
GAPDH	2597	-1.095	-0.792	0.13	0.972	0.089	-0.912	-0.358	0.502	0.358	0.488	-0.585	0.042	-0.284	1.294	0.078	-0.184	0.258
GAS6	2621	0.211	-0.177	0.148	-0.22	-0.051	-0.354	0.235	0.048	-0.045	-0.399	0.337	0.632	0.025	-0.041	-0.233	0.34	-0.456
GBE1	2632	-0.142	0.407	0.072	0.462	-0.127	0.706	0.867	0.254	-0.425	-0.139	-0.693	-0.085	-1.661	-0.292	0.249	0.453	0.094
GC	2638	-0.132	0.213	0.241	0.42	0.285	0.12	-0.141	-0.036	0.14	-0.356	0.254	-0.494	0.54	-0.59	-0.214	-0.395	0.146
GCLC	2729	-0.125	-0.181	0.508	0.327	0.084	-0.192	0.178	0.397	-0.644	-0.822	-0.354	-0.228	0.058	1.656	-0.458	-0.154	-0.051
GCLM	2730	-0.853	-0.175	0.187	0.436	0.119	-0.372	-0.285	0.181	-0.319	0.135	-0.45	-0.095	0.418	1.257	-0.223	0.36	-0.323
GCNT2	2651	0.266	0.026	0.243	0.086	-0.05	-0.045	0.147	-0.267	-0.159	-0.009	-0.014	0.232	0.147	-0.497	-0.059	0.06	-0.106
GDA	9615	0.674	0.22	-0.468	-0.235	0.368	0.09	0.021	-0.309	-0.401	-0.015	-0.046	0.93	0.001	0.065	-0.06	-0.339	-0.496
GDI1	2664	-0.893	-0.582	-0.453	1.019	0.145	0.21	-0.007	0.149	0.654	0.79	-0.371	-0.045	-0.545	0.117	0.072	-0.324	0.067
GDI2	2665	-0.62	-0.599	-0.135	0.699	-0.059	0.383	-0.168	0.252	0.131	0.496	-0.601	-0.36	-0.402	1.197	-0.283	-0.102	0.171
GFRA2	2675	0.43	-0.125	-0.062	0.046	0.049	0.154	0.042	0.072	0.007	-0.293	0.482	-0.137	0.254	-0.284	-0.258	-0.085	-0.29
GGACT	87769	-1.719	-0.916	-0.214	2.131	-0.185	-0.377	-0.397	-0.796	0.05	-0.057	0.217	-0.508	1.457	2.217	-0.397	-0.22	-0.287
GGCT	79017	-0.766	-0.26	0.004	0.607	0.133	-0.084	-0.376	-0.007	-0.227	0.076	-0.34	-0.271	0.764	1.223	-0.281	-0.352	0.158
GGH	8836	0.224	0.68	-0.296	0.126	0.212	0.487	0.115	0.17	-0.254	-0.236	-0.148	-0.282	0.542	0.004	-0.071	-0.579	-0.695
GGT1	2678	-0.223	0.322	0.601	1.698	0.198	-0.012	0.076	0.076	-0.304	-0.598	-0.224	-0.396	-0.036	-0.494	-0.292	-0.495	0.105
GGT5	2687	0.165	0.007	-0.478	-0.079	-0.095	-0.113	0.055	0.018	0.052	-0.113	0.334	0.108	0.126	0.126	0.231	-0.093	-0.25
GGT7	2686	-0.034	0.275	0.207	-0.677	0.122	-0.489	0.261	0.408	0.169	0.316	0.266	-0.238	0.177	-0.462	-0.154	0.135	-0.281
GHR	2690	0.193	0.585	0.088	0.736	0.37	0.997	0.812	0.116	-0.234	-0.752	-0.613	-0.295	-0.316	0.005	-0.952	-1.024	0.285
GHRL	51738	-0.079	0.522	-0.367	-0.72	0.529	-0.35	-0.543	-0.344	0.579	-0.344	1.313	0.606	-0.05	-0.367	-0.281	-0.27	0.166
GKN1	56287	0.342	-0.233	0.375	-0.256	-0.422	0.032	0.069	-0.388	0.757	-0.154	0.375	0.074	0.105	-0.592	0.126	-0.015	-0.197
GLO1	2739	-0.487	-0.371	0.2	0.274	0.057	-0.359	0.186	0.34	-0.375	-0.5	-0.343	-0.575	0.723	1.597	-0.117	0.145	-0.396
GLOD4	51031	-0.719	-0.554	0.259	0.712	0.171	-0.346	-0.145	0.187	-0.188	0.123	-0.495	-0.023	0.456	1.551	-0.642	-0.389	0.043
GLRX	2745	-0.166	-0.517	0.261	0.166	-0.027	-0.196	-0.097	0.112	-0.572	-0.56	-0.122	-0.381	1.047	1.76	-0.462	-0.191	-0.058
GLRX3	10539	-0.084	-0.658	-0.246	0.386	-0.019	-0.281	0.073	0.084	-0.118	-0.039	-0.286	0.095	0.608	1.034	-0.17	-0.202	-0.176
GLUD1	2746	0.226	0.298	0.745	1.143	-0.137	0.363	1.51	-0.002	-0.618	-0.849	-0.108	-0.115	-0.366	-0.865	-0.319	-0.859	-0.048
GM2A	2760	-0.258	-0.096	0.149	0.121	0.181	-0.016	-0.408	-0.022	0.302	0.065	0.175	0.69	-0.123	-0.338	-0.437	0.481	-0.466
GMFB	2764	-0.589	-0.777	0.301	0.681	0.366	0.176	-0.24	0.393	0.106	-0.147	-0.399	-0.454	0.384	0.909	-0.231	-0.644	0.165
GMFG	9535	-1.262	-0.677	-0.988	1.151	0.139	0.279	0.161	0.069	0.471	1.291	-0.698	-0.507	0.084	0.187	0.114	-0.093	0.279
GNPTG	84572	0.142	0.01	-0.163	-0.387	-0.214	-0.23	0.215	-0.135	-0.069	0.108	0.297	0.138	0.109	-0.208	0.2	0.612	-0.427
GNS	2799	0.303	0.416	-0.008	0.177	-0.115	0.237	0.42	0.109	-0.113	-0.263	0.075	-0.035	0.029	-0.407	-0.326	-0.389	-0.109
GOLIM4	27333	0.226	0.121	0.028	0.069	0.101	-0.274	-0.305	-0.151	0.088	-0.198	0.441	0.173	0.421	-0.305	-0.155	0.104	-0.386
GOLM1	51280	0.519	0.619	0.414	-0.026	0.797	0.031	0.069	0.065	-0.441	-0.382	0.039	-0.204	0.478	-0.633	-0.508	-0.355	-0.482
GOT1	2805	-0.283	0.265	0.194	0.314	0.09	0.261	0.465	0.118	-0.533	-0.43	-0.307	0.149	-0.163	0.724	-0.526	-0.168	-0.17
GP1BA	2811	1.086	-0.343	-0.301	-0.409	0.428	-0.416	-0.28	-0.522	0.67	0.078	-0.496	0.291	0.251	-0.009	-0.033	-0.084	0.089
GP1BB	2812	-1.615	-0.282	-0.125	0.42	0.031	2.132	-0.273	-0.382	0.91	1.126	-1.102	-0.983	-0.797	-0.252	-0.001	-0.504	1.696
GP2	2813	0.029	-0.158	-0.065	-0.257	-0.434	0.515	0.429	-0.471	0.454	-0.452	0.669	-0.1	-0.29	1.356	-0.18	-0.575	-0.471
GP5	2814	0.105	-0.778	-0.628	0.292	0.124	0.059	0.209	-0.138	0.827	0.429	-0.319	-0.076	-0.133	0.213	-0.086	-0.196	0.097
GP6	51206	-0.942	-0.497	-0.584	1.407	0.395	0.229	-0.207	-0.122	0.755	1.121	-0.594	-0.529	0.227	0.144	-0.059	-0.678	-0.068
GPC1	2817	0.775	0.294	0.172	-0.29	0.229	0.085	-0.189	-0.342	-0.125	-0.414	0.176	0.611	-0.252	-0.282	-0.091	0.236	-0.592
GPD1	2819	-0.045	0.498	0.705	-0.053	-0.017	0.764	1.028	0.652	-0.395	-0.885	-0.38	0.041	-0.257	-0.146	-0.433	-0.41	-0.667
GPI	2821	-0.878	0.077	-0.073	0.987	0.405	0.507	-0.187	0.021	0.65	0.787	-0.231	-0.502	-0.198	0.265	-0.024	-1.379	-0.226
GPLD1	2822	0.125	-0.023	-0.379	-0.173	-0.092	-0.491	0.575	-0.204	-0.595	-0.201	-0.346	-0.057	-0.123	0.171	0.5	1.021	0.292
GPNMB	10457	-0.103	1.252	-0.247	-0.421	-0.108	-0.194	0.12	-0.188	-0.44	-0.567	0.078	0.382	-0.065	-0.113	1.184	-0.047	-0.523
GPR126	NA	0.246	0.208	-0.041	0.403	0.105	-0.108	0.028	-0.007	-0.37	-0.267	-0.063	0.136	0.348	-0.184	-0.216	-0.241	0.023
GPR64	NA	0.112	-0.002	-0.066	-0.592	-0.346	0.048	-0.877	-0.37	0.469	-0.339	0.976	0.881	0.618	-0.35	0.032	-0.245	0.052
GPT	2875	-0.375	1.162	0.177	0.702	0.097	0.981	1.228	1.186	-0.862	-0.658	-0.355	-0.092	-0.868	-0.709	-0.513	-0.915	-0.185
GPX3	2878	-0.066	0.086	0.052	-0.305	0.156	-0.383	-0.504	-0.252	0.368	-0.045	0.19	-0.026	-0.108	0.062	0.363	0.566	-0.153
GRAP2	9402	-1.053	-0.268	-0.788	1.011	0.258	0.998	-0.318	-0.459	0.855	1.724	-0.292	-1.087	0.07	-0.022	-0.227	-0.642	0.24
GRB2	2885	-1.211	-0.478	-0.762	1.304	0.415	0.6	-0.221	0.076	0.925	1.1	-0.248	-0.808	0.287	-0.647	0.046	-0.649	0.273
GRHPR	9380	-0.677	-0.206	0.15	0.895	0.297	0.314	0.272	-0.074	0.127	0.101	-0.46	-0.122	-0.276	0.829	-0.344	-0.366	-0.46
GSN	2934	0.651	-0.419	-0.187	-0.775	-0.896	-0.19	0.418	0.196	-0.238	-0.327	0.158	0.478	-1.164	0.039	0.733	1.281	0.243
GSR	2936	0.298	0.491	0.235	0.05	0.201	0.271	-0.146	-0.033	0.052	-0.313	0.003	0.15	-0.486	-0.033	-0.106	-0.534	-0.1
GSS	2937	-0.036	0.174	0.349	0.069	0.26	0.197	0.179	0.182	-0.131	-0.101	-0.294	0.213	0.1	0.489	-0.322	-1.052	-0.276
GSTO1	9446	-0.335	-0.685	-0.031	0.582	0.359	0.287	0.015	0.482	0.379	0.49	-0.267	-1.125	-0.536	0.873	0.333	0.039	-0.86
GSTP1	2950	-1.026	-1.048	-0.937	1.222	-0.127	-0.066	0.204	0.339	0.479	0.996	-0.866	-0.271	-0.286	0.74	0.759	-0.136	0.024
GUCA2B	2981	-0.576	0.313	-0.67	0.207	-0.316	-0.211	0.278	-0.297	-0.522	0.002	-0.3	0.131	0.602	0.726	-1.033	0.707	0.958
GUSB	2990	-0.033	0.315	0.713	0.795	-0.468	0.879	1.091	0.072	0.21	0.237	-0.703	-0.2	-1.139	-0.864	-0.264	-0.381	-0.259
H6PD	9563	0.598	-0.356	0.207	0.628	-0.829	-0.023	0.606	0.342	-0.821	-0.569	-0.086	0.664	-0.582	0.032	0.241	0.188	-0.24
HABP2	3026	0.591	0.311	-0.303	-0.097	0.28	0.104	0.424	-0.171	-0.489	0.116	-0.26	-0.345	0.131	-0.22	0.021	-0.243	0.15
HAGH	3029	-1.043	-0.098	0.203	-0.053	0.408	0.414	-0.818	-0.201	-0.437	-0.653	-0.205	-0.569	1.025	1.984	-0.216	0.457	-0.198
HAVCR2	84868	-0.106	0.817	-0.483	-0.584	-0.078	-0.012	-0.411	0.076	-0.608	0.326	0.309	-0.491	0.661	0.645	-0.624	0.505	0.056
HBA1	3039	-0.528	-0.754	0.674	0.141	0.112	-0.478	-0.233	-0.679	-1.407	-1.106	-0.924	-1.234	0.995	4.844	-1.31	1.328	0.56
HBB	3043	-0.263	-0.911	0.664	0.246	0.091	-0.548	-0.088	-0.773	-1.878	-1.131	-1.404	-0.919	1.034	5.688	-1.696	1.664	0.224
HBD	3045	-0.567	-0.783	0.771	0.358	0.23	-0.544	-0.344	-0.504	-1.562	-1.313	-1.016	-1.102	1.183	5.226	-1.574	1.214	0.328
HBG1	3047	0.631	-0.513	-0.02	-0.281	1.401	0.008	-0.82	-1.068	0.284	-1.356	-0.377	-1.013	0.427	3.512	-0.795	0.25	-0.27
HBQ1	3049	-0.359	-0.221	-0.019	-0.27	-0.009	-0.197	-0.753	-0.427	-0.062	-0.685	0.042	-0.589	1.167	2.707	-0.62	0.614	-0.32
HBZ	3050	2.491	-0.263	-1.095	-0.893	-0.355	-0.99	-0.91	-0.246	0.272	0.063	0.572	0.251	0.265	-0.458	0.702	0.891	-0.296
HCLS1	3059	-1.139	-0.394	-1.003	1.199	0.164	0.561	-0.311	0.326	0.749	1.366	-0.15	-0.753	0.215	-0.054	-0.117	-0.756	0.097
HDGF	3068	-0.315	-0.491	0.241	0.703	0.287	0.029	-0.551	0.031	0.02	0.003	-0.164	-0.664	0.88	1.1	-0.373	-0.748	0.012
HDHD2	84064	-0.852	-0.647	0.09	0.518	0.165	0.161	-0.182	0.057	0.63	-0.015	-0.198	-0.71	0.103	1.637	0.057	-0.61	-0.204
HEBP1	50865	-0.005	-0.353	0.4	0.32	-0.19	-0.277	0.135	0.206	-0.646	-0.636	-0.158	-0.604	0.165	1.676	-0.057	-0.114	0.139
HEBP2	23593	-0.609	0.023	-0.177	0.244	-0.313	0.317	-0.309	0.323	0.435	0.826	-0.501	-1.265	1.018	0.839	-0.822	-0.413	0.384
HEG1	57493	0.146	0.133	-0.111	-0.441	0.102	-0.05	-0.06	-0.066	0.097	-0.015	0.495	0.199	0.452	-0.452	-0.154	-0.024	-0.251
HEPH	9843	0.58	-0.42	0.437	0.105	-0.284	0.042	0.653	-0.079	-0.487	-0.514	-0.065	0.115	-0.156	-0.181	-0.028	0.319	-0.037
HEXA	3073	0.298	-0.246	0.36	-0.239	-0.09	-0.164	0.498	-0.095	-0.054	-0.012	-0.076	0.139	-0.219	-0.132	0.288	0.289	-0.545
HEXB	3074	0.197	0.037	0.254	-0.286	-0.091	0.108	0.317	0.389	0.098	0.094	0.136	0.055	-0.395	-0.117	0.003	-0.146	-0.654
HGFAC	3083	0.209	0.364	-0.157	-0.091	0.321	0.274	0.217	-0.262	0.056	-0.29	0.174	0.262	-0.243	-0.371	-0.264	-0.403	0.202
HGS	9146	-0.03	-0.356	0.227	0.218	-0.002	0.049	-0.11	-0.206	0.206	0.078	0.052	-0.17	0.17	0.268	-0.202	-0.352	0.158
HINT1	3094	-0.662	-0.779	0.229	0.698	0.438	-0.002	-0.482	0.248	-0.296	-0.032	-0.399	-0.545	0.305	1.361	0.212	-0.151	-0.143
HIST1H4A	NA	0.49	0.223	0.471	-0.294	-0.012	-0.238	0.434	-0.137	0.368	-0.355	0.22	-0.323	0.095	-0.516	-0.374	-0.514	0.465
HK1	3098	-0.821	-0.24	-0.415	0.767	0.189	0.775	-0.44	-0.367	0.782	0.675	0.096	-0.293	-0.072	0.089	-0.227	-0.576	0.079
HLCS	3141	0.373	0.249	0.262	0.235	0.136	-0.069	0.025	-0.388	0.568	-0.283	-0.095	0.464	-0.591	-0.246	-0.085	-0.543	-0.011
HMBS	3145	-0.322	0.159	0.172	-0.24	0.332	-0.931	-0.173	-0.208	-0.566	-0.128	0.083	0.429	0.428	1.291	-0.236	0.019	-0.11
HMCN2	256158	-0.614	0.208	0.088	-0.183	0.393	-0.119	0.036	-0.155	0.051	0.411	0.635	0.373	-0.355	-0.139	-0.134	0.78	-1.276
HMGB1	3146	-0.525	0.075	-0.024	0.854	0.383	0.35	-0.536	0.649	0.503	0.461	0.038	-0.503	-0.097	-0.666	-0.251	-0.564	-0.148
HN1	NA	-0.791	-0.394	-0.211	0.625	0.209	0.086	-0.315	0.255	0.479	0.584	-0.187	-0.225	0.306	0.262	0.151	-0.681	-0.154
HN1L	NA	-1.562	-0.435	-0.408	1.352	0.404	0.2	-0.195	-0.035	0.789	0.713	-0.172	-0.929	0.736	0.438	-0.238	-0.71	0.051
HP	3240	0.913	0.839	0.4	0.858	0.735	-0.03	0.032	-1.851	-0.715	0.562	-2.184	-1.338	1.496	2.204	-1.538	-2.19	1.808
HPD	3242	-0.245	1.959	0.624	0.953	0.493	1.937	2.367	0.703	-1.041	-1.134	-0.74	-0.822	-0.955	-1.184	-1.137	-1.532	-0.245
HPR	3250	0.956	-0.53	0.477	-0.115	-0.274	-0.991	0.736	-1.124	-0.435	-0.566	-1.218	-0.416	-0.282	0.427	1.646	0.96	0.748
HPRT1	3251	-0.078	-0.614	0.314	0.201	0.054	0.09	-0.059	0.39	-0.598	-0.489	-0.516	-0.089	-0.054	1.726	-0.269	0.017	-0.026
HPSE	10855	-1.272	-0.619	-0.354	0.726	0.325	0.419	-0.164	-0.099	0.571	0.952	-0.109	-0.37	0.201	-0.089	-0.018	-0.326	0.227
HPX	3263	0.1	0.207	0.032	0.284	0.243	-0.138	0.159	-0.189	-0.316	-0.454	0.087	-0.127	0.204	0.179	-0.125	-0.034	-0.11
HRC	3270	0.582	-0.079	0.459	-0.459	0.021	-0.243	-0.321	-0.252	0.256	-0.776	0.716	0.086	0.131	-0.506	-0.013	0.162	0.237
HRG	3273	0.294	0.117	0.225	0.334	0.153	-0.142	0.207	0.279	-0.368	-0.39	0.346	0.042	-0.369	-0.308	-0.078	-0.244	-0.1
HRNR	388697	-1.015	-0.539	0.585	0.724	-0.43	-0.453	-0.033	-0.629	0.245	0.178	1.019	0.857	1.264	-0.947	-0.477	-0.567	0.216
HSD3B1	3283	-0.621	-0.61	0.026	0.537	-0.1	0.409	-0.213	0.141	0.261	0.325	0.131	-0.234	-0.643	0.026	0.357	0.067	0.141
HSP90AA1	3320	-1.042	-0.459	-0.054	0.765	0.015	0.305	-0.19	0.208	0.606	0.669	-0.353	-0.19	-0.748	0.338	0.034	-0.166	0.263
HSP90AB1	3326	-0.814	-0.395	-0.282	0.827	0.146	0.2	-0.196	0.095	0.671	0.832	-0.287	-0.08	-0.392	0.173	-0.192	-0.367	0.061
HSP90B1	7184	0.32	-0.437	0.465	0.045	0.051	-0.229	-0.199	-0.23	0.128	0.282	-0.042	0.792	-0.654	-0.177	0.332	0.095	-0.543
HSPA13	6782	0.407	-0.041	0.14	-0.051	-0.045	-0.056	0.151	0.294	-0.04	-0.23	0.28	-0.032	-0.077	-0.293	-0.045	0.131	-0.491
HSPA4	3308	-0.196	-0.072	0.482	0.549	0.012	-0.029	-0.172	-0.01	-0.093	-0.44	-0.175	0.129	-0.229	0.597	-0.588	-0.149	0.385
HSPA5	3309	-0.274	-0.21	-0.018	0.41	-0.008	0.017	-0.144	-0.042	-0.009	0.328	-0.099	0.221	-0.186	0.062	0.182	-0.103	-0.127
HSPA6	3310	-0.516	0.085	-0.289	0.786	0.694	0.186	-0.148	-0.03	0.219	0.395	-0.486	-0.788	0.017	0.486	0.117	-0.168	-0.558
HSPA8	3312	-0.701	-0.328	-0.49	1.003	0.378	0.672	-0.208	0.214	0.495	0.768	-0.79	-0.677	-0.261	0.531	-0.187	-0.681	0.264
HSPB1	3315	-1.345	-0.529	-1.122	1.561	0.333	0.359	0.148	-0.032	0.698	1.671	-0.771	-0.458	0.002	-0.682	0.599	-0.937	0.503
HSPE1	3336	-0.122	0.167	-0.295	0.92	0.148	0.496	0.235	-0.196	0.214	0.325	-0.082	-0.209	0.267	-0.526	0.001	-0.867	-0.474
HSPG2	3339	0.399	0.219	-0.088	-0.391	-0.083	-0.106	-0.27	-0.16	-0.151	-0.146	0.116	0.324	0.118	-0.053	0.033	0.372	-0.134
HYOU1	10525	0.566	0.005	0.15	-0.045	-0.019	0.358	-0.134	-0.363	-0.174	0.144	-0.007	0.149	0.225	-0.512	-0.211	-0.087	-0.045
ICAM1	3383	0.265	0.478	-0.024	0.004	-0.023	0.403	0.155	0.241	-0.241	-0.113	-0.04	-0.098	0.104	-0.802	-0.074	0.012	-0.247
ICAM2	3384	0.172	0.15	-0.128	-0.102	0.311	0.108	-0.016	-0.235	0.003	-0.04	0.245	-0.279	0.514	-0.593	0.034	0.336	-0.479
ICAM3	3385	0.282	0.286	0.229	-0.184	-0.22	-0.083	-0.049	-0.227	0.029	-0.306	0.434	0.151	0.437	-0.33	-0.269	-0.082	-0.098
ICOSLG	23308	0.402	0.036	0.219	0.327	0.275	0.004	-0.004	-0.438	-0.358	-0.008	0.28	-0.083	0.017	-0.387	-0.237	-0.15	0.105
IDH1	3417	-0.387	0.498	0.192	0.273	0.289	0.404	0.319	0.1	-0.045	-0.187	-0.238	0.136	-0.179	-0.216	-0.211	-0.121	-0.627
IDS	3423	0.454	0.099	-0.322	-0.237	-0.174	-0.116	0.094	-0.09	0.281	-0.124	0.274	-0.014	0.119	-0.266	0.275	-0.022	-0.231
IFNAR1	3454	-0.119	0.327	0.339	-0.051	-0.129	-0.36	-0.187	0.192	-0.197	-0.525	0.503	0.375	0.627	-0.424	-0.126	-0.112	-0.136
IGDCC4	57722	0.179	-0.026	-0.015	0.125	0.039	-0.381	-0.579	-0.053	0.05	-0.226	0.46	0.047	0.515	-0.168	-0.005	0.208	-0.171
IGF1	3479	-0.068	0.603	-0.301	0.395	0.372	-0.174	-0.264	-0.288	0.201	-0.318	0.082	-0.439	0.825	-0.134	0.034	-0.338	-0.188
IGF2	3481	-0.052	0.831	-0.397	-0.416	-0.721	-0.322	-0.781	-0.376	-0.069	0.433	-0.005	0.046	0.646	0.134	-0.355	0.763	0.641
IGF2R	3482	0.449	0.234	0.227	-0.278	0.161	-0.083	0.151	0.004	-0.517	-0.59	-0.159	0.304	-0.205	-0.268	0.266	0.087	0.214
